name;zip;kpi;Month 1;Month 2;delivery service
Zu den 3 goldenen Kugeln;8055;# Commissionable Orders;14.0;13.0;deliverando
Zu den 3 goldenen Kugeln;8055;# Negative Comments;0.0;0.0;deliverando
Zu den 3 goldenen Kugeln;8055;# Positive Comments;0.0;0.0;deliverando
Zu den 3 goldenen Kugeln;8055;% Kill Rate;163;178;deliverando
Granola;8054;# Commissionable Orders;0.0;13.0;deliverando
Granola;8054;# Negative Comments;0.0;0.0;deliverando
Granola;8054;# Positive Comments;0.0;0.0;deliverando
Granola;8054;% Kill Rate;217;207;deliverando
Granola;8055;# Commissionable Orders;1.0;7.0;deliverando
Granola;8055;# Negative Comments;0.0;0.0;deliverando
Granola;8055;# Positive Comments;0.0;0.0;deliverando
Neu Nagoja;8054;# Commissionable Orders;0.0;0.0;deliverando
Neu Nagoja;8054;# Negative Comments;0.0;0.0;deliverando
Neu Nagoja;8054;# Positive Comments;0.0;0.0;deliverando
Rosamunde;8041;# Commissionable Orders;99.0;67.0;deliverando
Rosamunde;8041;Avg Basket Size €;20.69;19.6;deliverando
Rosamunde;8041;# Negative Comments;0.0;0.0;deliverando
Rosamunde;8041;# Positive Comments;1.0;1.0;deliverando
Rosamunde;8041;% Kill Rate;99;86;deliverando
Rosamunde;8041;Avg Time to Accept (s);30.0;21.0;deliverando
Naheds Küche;8020;# Commissionable Orders;5.0;11.0;deliverando
Naheds Küche;8020;Avg Basket Size €;15.64;14.03;deliverando
Naheds Küche;8020;# Negative Comments;0.0;0.0;deliverando
Naheds Küche;8020;# Positive Comments;1.0;0.0;deliverando
Naheds Küche;8020;% Kill Rate;0.05;48;deliverando
Naheds Küche;8020;Avg Time to Accept (s);735.0;145.0;deliverando
Chin Chin Asia Specials;8010;# Commissionable Orders;853.0;727.0;deliverando
Chin Chin Asia Specials;8010;Avg Basket Size €;26.06;25.9;deliverando
Chin Chin Asia Specials;8010;# Negative Comments;0.0;0.0;deliverando
Chin Chin Asia Specials;8010;# Positive Comments;1.0;1.0;deliverando
Chin Chin Asia Specials;8010;% Kill Rate;93;0.09;deliverando
Chin Chin Asia Specials;8010;Avg Time to Accept (s);17.0;14.0;deliverando
Brau32;8010;# Commissionable Orders;32.0;11.0;deliverando
Brau32;8010;Avg Basket Size €;25.02;24.87;deliverando
Brau32;8010;# Negative Comments;0.0;0.0;deliverando
Brau32;8010;# Positive Comments;1.0;1.0;deliverando
Brau32;8010;% Kill Rate;83;58;deliverando
Brau32;8010;Avg Time to Accept (s);316.0;447.0;deliverando
YA HABIBI - marokkanische Küche;8010;# Commissionable Orders;0.0;0.0;deliverando
YA HABIBI - marokkanische Küche;8010;# Negative Comments;0.0;0.0;deliverando
YA HABIBI - marokkanische Küche;8010;# Positive Comments;0.0;0.0;deliverando
Ralf's Come In;8010;# Commissionable Orders;0.0;0.0;deliverando
Ralf's Come In;8010;# Negative Comments;0.0;0.0;deliverando
Ralf's Come In;8010;# Positive Comments;0.0;0.0;deliverando
Crazy Dogs;8055;# Commissionable Orders;0.0;9.0;deliverando
Crazy Dogs;8055;# Negative Comments;0.0;0.0;deliverando
Crazy Dogs;8055;# Positive Comments;0.0;0.0;deliverando
Crazy Dogs;8055;% Kill Rate;76;93;deliverando
Cooking Wu;8052;# Commissionable Orders;5.0;27.0;deliverando
Cooking Wu;8052;Avg Basket Size €;17.72;27.82;deliverando
Cooking Wu;8052;# Negative Comments;0.0;0.0;deliverando
Cooking Wu;8052;# Positive Comments;0.0;1.0;deliverando
Cooking Wu;8052;% Kill Rate;91;84;deliverando
Cooking Wu;8052;Avg Time to Accept (s);1333.0;361.0;deliverando
Dionysos;8010;# Commissionable Orders;0.0;0.0;deliverando
Dionysos;8010;# Negative Comments;0.0;0.0;deliverando
Dionysos;8010;# Positive Comments;0.0;0.0;deliverando
Dionysos;8010;% Kill Rate;56;74;deliverando
Cipollino - Das Original;8010;# Commissionable Orders;0.0;0.0;deliverando
Cipollino - Das Original;8010;# Negative Comments;0.0;0.0;deliverando
Cipollino - Das Original;8010;# Positive Comments;0.0;0.0;deliverando
Area 5;8010;# Commissionable Orders;0.0;0.0;deliverando
Area 5;8010;# Negative Comments;0.0;0.0;deliverando
Area 5;8010;# Positive Comments;0.0;0.0;deliverando
Area 5;8010;% Kill Rate;48;55;deliverando
Subway;8020;# Commissionable Orders;24.0;0.0;deliverando
Subway;8020;# Negative Comments;0.0;0.0;deliverando
Subway;8020;# Positive Comments;1.0;0.0;deliverando
Subway;8020;% Kill Rate;53;48;deliverando
Subway;8055;# Commissionable Orders;5.0;73.0;deliverando
Subway;8055;Avg Basket Size €;14.38;19.67;deliverando
Subway;8055;# Negative Comments;0.0;0.0;deliverando
Subway;8055;# Positive Comments;0.0;1.0;deliverando
Subway;8055;% Kill Rate;76;89;deliverando
Subway;8055;Avg Time to Accept (s);16.0;265.0;deliverando
Eye Aseda Ghana and Asian Kitchen;8020;# Commissionable Orders;2.0;4.0;deliverando
Eye Aseda Ghana and Asian Kitchen;8020;Avg Basket Size €;31.5;17.5;deliverando
Eye Aseda Ghana and Asian Kitchen;8020;# Negative Comments;0.0;0.0;deliverando
Eye Aseda Ghana and Asian Kitchen;8020;# Positive Comments;0.0;0.0;deliverando
Eye Aseda Ghana and Asian Kitchen;8020;Avg Time to Accept (s);36.0;37.0;deliverando
Ugarit -Mediterranes Restaurant;8020;# Commissionable Orders;0.0;0.0;deliverando
Ugarit -Mediterranes Restaurant;8020;# Negative Comments;0.0;0.0;deliverando
Ugarit -Mediterranes Restaurant;8020;# Positive Comments;0.0;0.0;deliverando
Tasty Donuts & Coffee;8055;# Commissionable Orders;0.0;0.0;deliverando
Tasty Donuts & Coffee;8055;# Negative Comments;0.0;0.0;deliverando
Tasty Donuts & Coffee;8055;# Positive Comments;0.0;0.0;deliverando
Mr.Falafel;8010;# Commissionable Orders;48.0;39.0;deliverando
Mr.Falafel;8010;Avg Basket Size €;13.53;14.96;deliverando
Mr.Falafel;8010;# Negative Comments;0.0;1.0;deliverando
Mr.Falafel;8010;# Positive Comments;1.0;1.0;deliverando
Mr.Falafel;8010;% Kill Rate;138;125;deliverando
Mr.Falafel;8010;Avg Time to Accept (s);246.0;18.0;deliverando
Campus Beisl;8010;# Commissionable Orders;24.0;12.0;deliverando
Campus Beisl;8010;Avg Basket Size €;15.38;14.19;deliverando
Campus Beisl;8010;# Negative Comments;0.0;0.0;deliverando
Campus Beisl;8010;# Positive Comments;0.0;0.0;deliverando
Campus Beisl;8010;% Kill Rate;69;39;deliverando
Campus Beisl;8010;Avg Time to Accept (s);274.0;571.0;deliverando
Ferdls Restaurant;8054;# Commissionable Orders;17.0;19.0;deliverando
Ferdls Restaurant;8054;Avg Basket Size €;24.36;30.31;deliverando
Ferdls Restaurant;8054;# Negative Comments;0.0;0.0;deliverando
Ferdls Restaurant;8054;# Positive Comments;1.0;1.0;deliverando
Ferdls Restaurant;8054;% Kill Rate;77;0.07;deliverando
Ferdls Restaurant;8054;Avg Time to Accept (s);486.0;409.0;deliverando
Best Food Grill 4;8020;# Commissionable Orders;9.0;25.0;deliverando
Best Food Grill 4;8020;Avg Basket Size €;21.92;14.76;deliverando
Best Food Grill 4;8020;# Negative Comments;0.0;0.0;deliverando
Best Food Grill 4;8020;# Positive Comments;1.0;1.0;deliverando
Best Food Grill 4;8020;% Kill Rate;44;23;deliverando
Best Food Grill 4;8020;Avg Time to Accept (s);515.0;440.0;deliverando
PHO YOU;8010;# Commissionable Orders;5.0;2.0;deliverando
PHO YOU;8010;# Negative Comments;0.0;0.0;deliverando
PHO YOU;8010;# Positive Comments;0.0;0.0;deliverando
PHO YOU;8010;% Kill Rate;227;231;deliverando
Pizza Galerie;8010;# Commissionable Orders;355.0;185.0;deliverando
Pizza Galerie;8010;Avg Basket Size €;19.63;20.35;deliverando
Pizza Galerie;8010;# Negative Comments;2.0;1.0;deliverando
Pizza Galerie;8010;# Positive Comments;1.0;1.0;deliverando
Pizza Galerie;8010;% Kill Rate;89;72;deliverando
Pizza Galerie;8010;Avg Time to Accept (s);16.0;16.0;deliverando
Pyramidana;8054;# Commissionable Orders;55.0;58.0;deliverando
Pyramidana;8054;Avg Basket Size €;19.46;22.11;deliverando
Pyramidana;8054;# Negative Comments;1.0;0.0;deliverando
Pyramidana;8054;# Positive Comments;0.0;1.0;deliverando
Pyramidana;8054;% Kill Rate;158;132;deliverando
Pyramidana;8054;Avg Time to Accept (s);34.0;25.0;deliverando
Torino Pizza Kebap Burger;8010;# Commissionable Orders;66.0;35.0;deliverando
Torino Pizza Kebap Burger;8010;Avg Basket Size €;10.82;10.51;deliverando
Torino Pizza Kebap Burger;8010;# Negative Comments;0.0;0.0;deliverando
Torino Pizza Kebap Burger;8010;# Positive Comments;0.0;1.0;deliverando
Torino Pizza Kebap Burger;8010;% Kill Rate;0.06;53;deliverando
Torino Pizza Kebap Burger;8010;Avg Time to Accept (s);484.0;550.0;deliverando
Don Camillo;8041;# Commissionable Orders;51.0;41.0;deliverando
Don Camillo;8041;Avg Basket Size €;24.56;23.34;deliverando
Don Camillo;8041;# Negative Comments;1.0;0.0;deliverando
Don Camillo;8041;# Positive Comments;1.0;1.0;deliverando
Don Camillo;8041;% Kill Rate;148;0.15;deliverando
Don Camillo;8041;Avg Time to Accept (s);885.0;1051.0;deliverando
Mur- Pizzeria & Kebap;8010;# Commissionable Orders;75.0;62.0;deliverando
Mur- Pizzeria & Kebap;8010;Avg Basket Size €;11.43;10.62;deliverando
Mur- Pizzeria & Kebap;8010;# Negative Comments;0.0;1.0;deliverando
Mur- Pizzeria & Kebap;8010;# Positive Comments;1.0;1.0;deliverando
Mur- Pizzeria & Kebap;8010;% Kill Rate;42;64;deliverando
Mur- Pizzeria & Kebap;8010;Avg Time to Accept (s);426.0;563.0;deliverando
Uhrturmbäckerei;8010;# Commissionable Orders;0.0;0.0;deliverando
Uhrturmbäckerei;8010;# Negative Comments;0.0;0.0;deliverando
Uhrturmbäckerei;8010;# Positive Comments;0.0;0.0;deliverando
Geidorf Standl;8010;# Commissionable Orders;13.0;2.0;deliverando
Geidorf Standl;8010;Avg Basket Size €;13.42;8.75;deliverando
Geidorf Standl;8010;# Negative Comments;0.0;0.0;deliverando
Geidorf Standl;8010;# Positive Comments;1.0;0.0;deliverando
Geidorf Standl;8010;% Kill Rate;29;25;deliverando
Geidorf Standl;8010;Avg Time to Accept (s);492.0;398.0;deliverando
Best Food Grill 6;8010;# Commissionable Orders;5.0;0.0;deliverando
Best Food Grill 6;8010;# Negative Comments;0.0;0.0;deliverando
Best Food Grill 6;8010;# Positive Comments;0.0;0.0;deliverando
Best Food Grill 6;8010;% Kill Rate;25;26;deliverando
Masala;8010;# Commissionable Orders;192.0;109.0;deliverando
Masala;8010;Avg Basket Size €;31.83;31.1;deliverando
Masala;8010;# Negative Comments;0.0;0.0;deliverando
Masala;8010;# Positive Comments;1.0;1.0;deliverando
Masala;8010;% Kill Rate;93;91;deliverando
Masala;8010;Avg Time to Accept (s);201.0;207.0;deliverando
Humuhumu Poke Bar;8010;# Commissionable Orders;160.0;112.0;deliverando
Humuhumu Poke Bar;8010;Avg Basket Size €;23.22;24.05;deliverando
Humuhumu Poke Bar;8010;# Negative Comments;1.0;0.0;deliverando
Humuhumu Poke Bar;8010;# Positive Comments;1.0;1.0;deliverando
Humuhumu Poke Bar;8010;% Kill Rate;103;101;deliverando
Humuhumu Poke Bar;8010;Avg Time to Accept (s);562.0;648.0;deliverando
Zushi Market;8055;# Commissionable Orders;0.0;0.0;deliverando
Zushi Market;8055;# Negative Comments;0.0;0.0;deliverando
Zushi Market;8055;# Positive Comments;0.0;0.0;deliverando
Chin Chin Asian Special;8020;# Commissionable Orders;720.0;1026.0;deliverando
Chin Chin Asian Special;8020;Avg Basket Size €;26.84;27.36;deliverando
Chin Chin Asian Special;8020;# Negative Comments;1.0;1.0;deliverando
Chin Chin Asian Special;8020;# Positive Comments;1.0;1.0;deliverando
Chin Chin Asian Special;8020;% Kill Rate;102;91;deliverando
Chin Chin Asian Special;8020;Avg Time to Accept (s);16.0;12.0;deliverando
Mamacita - California Burritos;8010;# Commissionable Orders;1010.0;1067.0;deliverando
Mamacita - California Burritos;8010;Avg Basket Size €;21.69;23.01;deliverando
Mamacita - California Burritos;8010;# Negative Comments;10.0;10.0;deliverando
Mamacita - California Burritos;8010;# Positive Comments;1.0;1.0;deliverando
Mamacita - California Burritos;8010;% Kill Rate;0.11;103;deliverando
Mamacita - California Burritos;8010;Avg Time to Accept (s);17.0;18.0;deliverando
Captain's Riff;8010;# Commissionable Orders;50.0;35.0;deliverando
Captain's Riff;8010;Avg Basket Size €;15.8;15.71;deliverando
Captain's Riff;8010;# Negative Comments;0.0;0.0;deliverando
Captain's Riff;8010;# Positive Comments;1.0;1.0;deliverando
Captain's Riff;8010;% Kill Rate;56;56;deliverando
Captain's Riff;8010;Avg Time to Accept (s);297.0;314.0;deliverando
Gaisbergstubn;8020;# Commissionable Orders;98.0;74.0;deliverando
Gaisbergstubn;8020;Avg Basket Size €;24.21;26.79;deliverando
Gaisbergstubn;8020;# Negative Comments;0.0;0.0;deliverando
Gaisbergstubn;8020;# Positive Comments;1.0;1.0;deliverando
Gaisbergstubn;8020;% Kill Rate;108;101;deliverando
Gaisbergstubn;8020;Avg Time to Accept (s);427.0;460.0;deliverando
Horosh;8010;# Commissionable Orders;13.0;12.0;deliverando
Horosh;8010;Avg Basket Size €;12.35;11.72;deliverando
Horosh;8010;# Negative Comments;0.0;0.0;deliverando
Horosh;8010;# Positive Comments;1.0;1.0;deliverando
Horosh;8010;% Kill Rate;98;78;deliverando
Horosh;8010;Avg Time to Accept (s);452.0;283.0;deliverando
Pizzeria Nero & Kebap;8020;# Commissionable Orders;38.0;21.0;deliverando
Pizzeria Nero & Kebap;8020;Avg Basket Size €;11.98;9.59;deliverando
Pizzeria Nero & Kebap;8020;# Negative Comments;1.0;0.0;deliverando
Pizzeria Nero & Kebap;8020;# Positive Comments;0.0;0.0;deliverando
Pizzeria Nero & Kebap;8020;% Kill Rate;48;52;deliverando
Pizzeria Nero & Kebap;8020;Avg Time to Accept (s);325.0;333.0;deliverando
Brasilva;8020;# Commissionable Orders;2.0;0.0;deliverando
Brasilva;8020;# Negative Comments;0.0;0.0;deliverando
Brasilva;8020;# Positive Comments;0.0;0.0;deliverando
Brasilva;8020;% Kill Rate;115;0.05;deliverando
Don Daniele;8020;# Commissionable Orders;210.0;343.0;deliverando
Don Daniele;8020;Avg Basket Size €;21.14;21.72;deliverando
Don Daniele;8020;# Negative Comments;0.0;1.0;deliverando
Don Daniele;8020;# Positive Comments;1.0;1.0;deliverando
Don Daniele;8020;% Kill Rate;83;91;deliverando
Don Daniele;8020;Avg Time to Accept (s);13.0;11.0;deliverando
Sultan;8020;# Commissionable Orders;85.0;76.0;deliverando
Sultan;8020;Avg Basket Size €;14.85;14.6;deliverando
Sultan;8020;# Negative Comments;1.0;1.0;deliverando
Sultan;8020;# Positive Comments;1.0;1.0;deliverando
Sultan;8020;% Kill Rate;76;0.1;deliverando
Sultan;8020;Avg Time to Accept (s);27.0;29.0;deliverando
MC Döner;8020;# Commissionable Orders;106.0;68.0;deliverando
MC Döner;8020;Avg Basket Size €;11.75;11.79;deliverando
MC Döner;8020;# Negative Comments;0.0;0.0;deliverando
MC Döner;8020;# Positive Comments;1.0;1.0;deliverando
MC Döner;8020;% Kill Rate;32;37;deliverando
MC Döner;8020;Avg Time to Accept (s);299.0;218.0;deliverando
Pierogi;8010;# Commissionable Orders;14.0;9.0;deliverando
Pierogi;8010;Avg Basket Size €;20.61;25.06;deliverando
Pierogi;8010;# Negative Comments;0.0;0.0;deliverando
Pierogi;8010;# Positive Comments;1.0;0.0;deliverando
Pierogi;8010;% Kill Rate;136;59;deliverando
Pierogi;8010;Avg Time to Accept (s);491.0;425.0;deliverando
Ganesha;8010;# Commissionable Orders;37.0;57.0;deliverando
Ganesha;8010;Avg Basket Size €;28.08;26.5;deliverando
Ganesha;8010;# Negative Comments;0.0;1.0;deliverando
Ganesha;8010;# Positive Comments;0.0;0.0;deliverando
Ganesha;8010;% Kill Rate;114;132;deliverando
Ganesha;8010;Avg Time to Accept (s);327.0;545.0;deliverando
Tick-Tack;8010;# Commissionable Orders;194.0;122.0;deliverando
Tick-Tack;8010;Avg Basket Size €;18.29;19.9;deliverando
Tick-Tack;8010;# Negative Comments;1.0;0.0;deliverando
Tick-Tack;8010;# Positive Comments;1.0;1.0;deliverando
Tick-Tack;8010;% Kill Rate;19;23;deliverando
Tick-Tack;8010;Avg Time to Accept (s);372.0;347.0;deliverando
Babo Chicken;8010;# Commissionable Orders;181.0;114.0;deliverando
Babo Chicken;8010;Avg Basket Size €;23.99;24.77;deliverando
Babo Chicken;8010;# Negative Comments;4.0;1.0;deliverando
Babo Chicken;8010;# Positive Comments;1.0;1.0;deliverando
Babo Chicken;8010;% Kill Rate;59;59;deliverando
Babo Chicken;8010;Avg Time to Accept (s);472.0;514.0;deliverando
Propeller;8010;# Commissionable Orders;128.0;115.0;deliverando
Propeller;8010;Avg Basket Size €;18.32;17.05;deliverando
Propeller;8010;# Negative Comments;0.0;1.0;deliverando
Propeller;8010;# Positive Comments;1.0;1.0;deliverando
Propeller;8010;% Kill Rate;39;47;deliverando
Propeller;8010;Avg Time to Accept (s);375.0;514.0;deliverando
Brandhof;8010;# Commissionable Orders;10.0;83.0;deliverando
Brandhof;8010;Avg Basket Size €;22.15;20.2;deliverando
Brandhof;8010;# Negative Comments;0.0;0.0;deliverando
Brandhof;8010;# Positive Comments;1.0;1.0;deliverando
Brandhof;8010;Avg Time to Accept (s);533.0;477.0;deliverando
Santa Lucia;8020;# Commissionable Orders;0.0;0.0;deliverando
Santa Lucia;8020;# Negative Comments;0.0;0.0;deliverando
Santa Lucia;8020;# Positive Comments;0.0;0.0;deliverando
Santa Lucia;8020;% Kill Rate;94;74;deliverando
Zu den 3 goldenen Kugeln;8010;# Commissionable Orders;0.0;23.0;deliverando
Zu den 3 goldenen Kugeln;8010;# Negative Comments;0.0;0.0;deliverando
Zu den 3 goldenen Kugeln;8010;# Positive Comments;0.0;1.0;deliverando
Die goldene Banane;8010;# Commissionable Orders;0.0;0.0;deliverando
Die goldene Banane;8010;# Negative Comments;0.0;0.0;deliverando
Die goldene Banane;8010;# Positive Comments;0.0;0.0;deliverando
Die goldene Banane;8010;% Kill Rate;108;99;deliverando
Sägewerk Klassik;8010;# Commissionable Orders;120.0;160.0;deliverando
Sägewerk Klassik;8010;Avg Basket Size €;14.05;16.39;deliverando
Sägewerk Klassik;8010;# Negative Comments;1.0;1.0;deliverando
Sägewerk Klassik;8010;# Positive Comments;1.0;1.0;deliverando
Sägewerk Klassik;8010;% Kill Rate;68;69;deliverando
Sägewerk Klassik;8010;Avg Time to Accept (s);438.0;485.0;deliverando
Cafe Erde;8010;# Commissionable Orders;240.0;180.0;deliverando
Cafe Erde;8010;Avg Basket Size €;18.57;18.04;deliverando
Cafe Erde;8010;# Negative Comments;0.0;0.0;deliverando
Cafe Erde;8010;# Positive Comments;1.0;1.0;deliverando
Cafe Erde;8010;% Kill Rate;49;0.06;deliverando
Cafe Erde;8010;Avg Time to Accept (s);360.0;301.0;deliverando
Akdag Kebap;8020;# Commissionable Orders;144.0;98.0;deliverando
Akdag Kebap;8020;Avg Basket Size €;10.06;10.62;deliverando
Akdag Kebap;8020;# Negative Comments;1.0;2.0;deliverando
Akdag Kebap;8020;# Positive Comments;1.0;1.0;deliverando
Akdag Kebap;8020;% Kill Rate;33;21;deliverando
Akdag Kebap;8020;Avg Time to Accept (s);465.0;361.0;deliverando
Rosamunde;8010;# Commissionable Orders;72.0;82.0;deliverando
Rosamunde;8010;Avg Basket Size €;15.26;15.75;deliverando
Rosamunde;8010;# Negative Comments;0.0;3.0;deliverando
Rosamunde;8010;# Positive Comments;1.0;1.0;deliverando
Rosamunde;8010;% Kill Rate;52;67;deliverando
Rosamunde;8010;Avg Time to Accept (s);196.0;17.0;deliverando
Burger Land;8010;# Commissionable Orders;324.0;370.0;deliverando
Burger Land;8010;Avg Basket Size €;21.75;22.7;deliverando
Burger Land;8010;# Negative Comments;1.0;1.0;deliverando
Burger Land;8010;# Positive Comments;1.0;1.0;deliverando
Burger Land;8010;% Kill Rate;77;74;deliverando
Burger Land;8010;Avg Time to Accept (s);18.0;17.0;deliverando
Rosamunde;8010;# Commissionable Orders;230.0;313.0;deliverando
Rosamunde;8010;Avg Basket Size €;16.79;16.69;deliverando
Rosamunde;8010;# Negative Comments;1.0;2.0;deliverando
Rosamunde;8010;# Positive Comments;1.0;1.0;deliverando
Rosamunde;8010;% Kill Rate;89;101;deliverando
Rosamunde;8010;Avg Time to Accept (s);33.0;29.0;deliverando
LIKE PIZZA KEBAP BURGER;8055;# Commissionable Orders;43.0;29.0;deliverando
LIKE PIZZA KEBAP BURGER;8055;Avg Basket Size €;16.7;14.05;deliverando
LIKE PIZZA KEBAP BURGER;8055;# Negative Comments;0.0;1.0;deliverando
LIKE PIZZA KEBAP BURGER;8055;# Positive Comments;0.0;1.0;deliverando
LIKE PIZZA KEBAP BURGER;8055;% Kill Rate;48;74;deliverando
LIKE PIZZA KEBAP BURGER;8055;Avg Time to Accept (s);18.0;17.0;deliverando
Ali mit Alles;8010;# Commissionable Orders;285.0;184.0;deliverando
Ali mit Alles;8010;Avg Basket Size €;11.38;12.24;deliverando
Ali mit Alles;8010;# Negative Comments;0.0;1.0;deliverando
Ali mit Alles;8010;# Positive Comments;1.0;1.0;deliverando
Ali mit Alles;8010;% Kill Rate;51;48;deliverando
Ali mit Alles;8010;Avg Time to Accept (s);382.0;389.0;deliverando
Arena Grill & Fast Food;8020;# Commissionable Orders;82.0;66.0;deliverando
Arena Grill & Fast Food;8020;Avg Basket Size €;14.66;19.06;deliverando
Arena Grill & Fast Food;8020;# Negative Comments;0.0;1.0;deliverando
Arena Grill & Fast Food;8020;# Positive Comments;1.0;1.0;deliverando
Arena Grill & Fast Food;8020;% Kill Rate;46;53;deliverando
Arena Grill & Fast Food;8020;Avg Time to Accept (s);412.0;373.0;deliverando
Nangfha Cafe Thai Style;8010;# Commissionable Orders;28.0;18.0;deliverando
Nangfha Cafe Thai Style;8010;Avg Basket Size €;19.72;17.32;deliverando
Nangfha Cafe Thai Style;8010;# Negative Comments;2.0;0.0;deliverando
Nangfha Cafe Thai Style;8010;# Positive Comments;0.0;1.0;deliverando
Nangfha Cafe Thai Style;8010;% Kill Rate;83;68;deliverando
Nangfha Cafe Thai Style;8010;Avg Time to Accept (s);387.0;402.0;deliverando
Zur Steirerstub'n;8020;# Commissionable Orders;43.0;42.0;deliverando
Zur Steirerstub'n;8020;Avg Basket Size €;24.95;24.26;deliverando
Zur Steirerstub'n;8020;# Negative Comments;0.0;0.0;deliverando
Zur Steirerstub'n;8020;# Positive Comments;1.0;1.0;deliverando
Zur Steirerstub'n;8020;% Kill Rate;118;135;deliverando
Zur Steirerstub'n;8020;Avg Time to Accept (s);283.0;243.0;deliverando
HEINZ Graz Nord;8041;# Commissionable Orders;104.0;171.0;deliverando
HEINZ Graz Nord;8041;Avg Basket Size €;27.72;25.97;deliverando
HEINZ Graz Nord;8041;# Negative Comments;0.0;1.0;deliverando
HEINZ Graz Nord;8041;# Positive Comments;1.0;1.0;deliverando
HEINZ Graz Nord;8041;% Kill Rate;97;88;deliverando
HEINZ Graz Nord;8041;Avg Time to Accept (s);334.0;13.0;deliverando
WILDING - FETT ESSEN;8010;# Commissionable Orders;489.0;494.0;deliverando
WILDING - FETT ESSEN;8010;Avg Basket Size €;17.03;17.95;deliverando
WILDING - FETT ESSEN;8010;# Negative Comments;0.0;2.0;deliverando
WILDING - FETT ESSEN;8010;# Positive Comments;1.0;1.0;deliverando
WILDING - FETT ESSEN;8010;% Kill Rate;33;44;deliverando
WILDING - FETT ESSEN;8010;Avg Time to Accept (s);451.0;524.0;deliverando
Kostes Coffeshop & Restaurant;8010;# Commissionable Orders;35.0;27.0;deliverando
Kostes Coffeshop & Restaurant;8010;Avg Basket Size €;24.39;22.38;deliverando
Kostes Coffeshop & Restaurant;8010;# Negative Comments;0.0;0.0;deliverando
Kostes Coffeshop & Restaurant;8010;# Positive Comments;1.0;0.0;deliverando
Kostes Coffeshop & Restaurant;8010;% Kill Rate;129;118;deliverando
Kostes Coffeshop & Restaurant;8010;Avg Time to Accept (s);670.0;491.0;deliverando
Cofeba;8010;# Commissionable Orders;0.0;0.0;deliverando
Cofeba;8010;# Negative Comments;0.0;0.0;deliverando
Cofeba;8010;# Positive Comments;0.0;0.0;deliverando
Gösser Bräu Graz;8010;# Commissionable Orders;10.0;11.0;deliverando
Gösser Bräu Graz;8010;Avg Basket Size €;26.42;24.37;deliverando
Gösser Bräu Graz;8010;# Negative Comments;0.0;0.0;deliverando
Gösser Bräu Graz;8010;# Positive Comments;0.0;1.0;deliverando
Gösser Bräu Graz;8010;% Kill Rate;41;32;deliverando
Gösser Bräu Graz;8010;Avg Time to Accept (s);322.0;267.0;deliverando
Al Pomodoro- Ristorante Pizzeria;8010;# Commissionable Orders;55.0;62.0;deliverando
Al Pomodoro- Ristorante Pizzeria;8010;Avg Basket Size €;21.15;22.46;deliverando
Al Pomodoro- Ristorante Pizzeria;8010;# Negative Comments;0.0;0.0;deliverando
Al Pomodoro- Ristorante Pizzeria;8010;# Positive Comments;1.0;1.0;deliverando
Al Pomodoro- Ristorante Pizzeria;8010;% Kill Rate;135;105;deliverando
Al Pomodoro- Ristorante Pizzeria;8010;Avg Time to Accept (s);249.0;311.0;deliverando
Jodl - Süßigkeiten & Getränke;8010;# Commissionable Orders;12.0;7.0;deliverando
Jodl - Süßigkeiten & Getränke;8010;Avg Basket Size €;16.37;25.5;deliverando
Jodl - Süßigkeiten & Getränke;8010;# Negative Comments;0.0;0.0;deliverando
Jodl - Süßigkeiten & Getränke;8010;# Positive Comments;0.0;0.0;deliverando
Jodl - Süßigkeiten & Getränke;8010;Avg Time to Accept (s);634.0;365.0;deliverando
Sägewerk Sport;8010;# Commissionable Orders;80.0;106.0;deliverando
Sägewerk Sport;8010;Avg Basket Size €;17.55;16.62;deliverando
Sägewerk Sport;8010;# Negative Comments;0.0;1.0;deliverando
Sägewerk Sport;8010;# Positive Comments;0.0;1.0;deliverando
Sägewerk Sport;8010;% Kill Rate;64;67;deliverando
Sägewerk Sport;8010;Avg Time to Accept (s);365.0;389.0;deliverando
Posaune;8010;# Commissionable Orders;0.0;0.0;deliverando
Posaune;8010;# Negative Comments;0.0;0.0;deliverando
Posaune;8010;# Positive Comments;0.0;0.0;deliverando
Posaune;8010;% Kill Rate;125;91;deliverando
Wilding im Hof - FETT ESSEN;8010;# Commissionable Orders;345.0;358.0;deliverando
Wilding im Hof - FETT ESSEN;8010;Avg Basket Size €;17.68;17.24;deliverando
Wilding im Hof - FETT ESSEN;8010;# Negative Comments;0.0;0.0;deliverando
Wilding im Hof - FETT ESSEN;8010;# Positive Comments;1.0;1.0;deliverando
Wilding im Hof - FETT ESSEN;8010;% Kill Rate;49;55;deliverando
Wilding im Hof - FETT ESSEN;8010;Avg Time to Accept (s);421.0;466.0;deliverando
Casa Costiera - Cucina di mare & Pizzeria;8010;# Commissionable Orders;111.0;142.0;deliverando
Casa Costiera - Cucina di mare & Pizzeria;8010;Avg Basket Size €;23.07;22.96;deliverando
Casa Costiera - Cucina di mare & Pizzeria;8010;# Negative Comments;0.0;1.0;deliverando
Casa Costiera - Cucina di mare & Pizzeria;8010;# Positive Comments;1.0;1.0;deliverando
Casa Costiera - Cucina di mare & Pizzeria;8010;% Kill Rate;106;149;deliverando
Casa Costiera - Cucina di mare & Pizzeria;8010;Avg Time to Accept (s);464.0;538.0;deliverando
